Numero Ticket;Tipo de caso;Categoria;Tipo;Item;Resumen;Matri;Ubicacion;Numero Telefonico;Indicador Vip;Region;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad;Grupos asignado;Grupo creador
WO0000004310526;R;MOBILIARIO;IMAGEN;STICKER;REPONER;S14664;PLAZA SAN MARTIN - 191004;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-07;2022-08-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004311221;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;S33695;MERCADO DE FRUTAS - 191064;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-05;2022-08-05;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004310907;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;U21232;LAS MALVINAS - 191076;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-06;2022-08-06;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004313880;R;MOBILIARIO;EQUIPO;UPS / ESTABILIZADOR;REVISAR;E15078;CAMANA - 250000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-05;2022-08-23;2022-08-23;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004313656;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S00022;PUNO - 495000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-05;2022-08-09;2022-08-09;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004313584;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S00022;PUNO - 495000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-05;2022-08-15;2022-08-15;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004311459;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S04148;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-05;2022-08-06;2022-08-06;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004310821;R;MOBILIARIO;SERVICIOS HIGIENICOS;INODORO TANQUE DE AGUA;REVISAR;S16190;PLAZA UNION - 191062;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-05;2022-08-05;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004312370;R;MOBILIARIO;INST. ELECTRICAS;TOMACORRIENTES;REVISAR;S10032;PUENTE PIEDRA - 191035;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-06;2022-08-06;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004311615;R;MOBILIARIO;INST. ELECTRICAS;TABLERO ELECTRICO;REVISAR;S14664;PLAZA SAN MARTIN - 191004;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-05;2022-08-05;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004313507;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;S12869;SANTO DOMINGO - 191036;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-12;2022-08-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004313900;R;MOBILIARIO;CERRAJERIA;LOCKER CERRADURA;REEMPLAZAR;S38114;SANTA LUZMILA - 191063;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004310165;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;BOLOGNESI - 540002;##;1;Prov2RegSur1;Zona Norte;NULL;Terminado;2022-08-05;2022-08-05;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004310389;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;HUAYRUROPATA - 285008;##;1;Prov1RegNorCh;Zona Norte;NULL;Terminado;2022-08-05;2022-08-09;;3;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004310168;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;SICUANI - 533000;##;1;Prov2RegSur2;Zona Norte;NULL;Terminado;2022-08-05;2022-08-07;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004311294;R;MISCELANEO;INDECI;INDECI;REGULATORIO;NULL;C.B. FIORI - 191088;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-05;2022-10-22;2022-10-22;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004313377;R;SOFTWARE DE INFRAESTRUCTURA;ADMINISTRACION DE USUARIOS;ACTIVE DIRECTORY;MANTENIMIENTO;S33058;AREQUIPA - 215000;###;1;Prov2RegSur1;Zona Norte;NULL;Terminado;2022-08-05;2022-08-08;;3;MANTENIMIENTO PROV 2 - SUR;CENTROS DE COMPUTO
WO0000004315997;R;MOBILIARIO;EQUIPO;AIRE ACONDICIONADO;REPARAR;S02481;PARQUE INDUSTRIAL (AREQUIPA) - 215005;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-08-06;2022-08-06;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315370;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S43873;MERCADO DE PRODUCTORES - 191061;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-06;2022-08-06;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314419;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S41468;MENDIOLA - 191078;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315330;R;MOBILIARIO;EQUIPO;LAMPARA DE EMERGENCIA;REPARAR;S34564;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-07;2022-08-07;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315546;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S38114;SANTA LUZMILA - 191063;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316077;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S42069;BUSTAMANTE Y RIVERO - 215010;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-08-06;2022-08-12;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315315;R;MOBILIARIO;EQUIPO;AIRE ACONDICIONADO;REPARAR;U21034;PARQUE INDUSTRIAL (AREQUIPA) - 215005;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-12;2022-08-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004317073;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE AGUA;REPARAR;S42461;SAN JUAN DE LURIGANCHO - 191017;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-07;2022-08-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316883;R;MOBILIARIO;ATM;CONTACTO MAGNETICO;REPARAR;S37665;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315905;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE AGUA;REPARAR;U19496;ANDAHUAYLAS - 205000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-13;2022-08-13;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315145;R;MOBILIARIO;AUDIO Y VIDEO;SISTEMA DE AUDIO;REPARAR;E15842;MARISCAL CÁCERES - 220002;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004314603;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPARAR;S46949;PARCONA - 380007;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004317199;R;MOBILIARIO;MOBILIARIO;MESAS;REPARAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-10;2022-08-10;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004317071;R;MOBILIARIO;EDIFICIO;PUERTA / MAMPARA;REPARAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-10;2022-08-10;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004317005;R;MOBILIARIO;AUDIO Y VIDEO;TV;REPARAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-31;2022-08-31;2;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315292;R;MOBILIARIO;SERVICIOS HIGIENICOS;LAVATORIO;REPARAR;E13159;PERU - 191056;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-08-06;2022-08-06;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316825;R;MOBILIARIO;EDIFICIO;ZOCALO;REPARAR;S50387;PISCO - 470000;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-08-06;2022-08-20;;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004316881;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;S00966;CHACLACAYO - 191074;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-07;2022-08-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316785;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;S00966;CHACLACAYO - 191074;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316397;R;MOBILIARIO;MOBILIARIO;CAJONERA;REPARAR;S05132;C.B. FIORI - 191088;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316034;R;MOBILIARIO;MOBILIARIO;CAJONERA;REPARAR;S02481;PARQUE INDUSTRIAL (AREQUIPA) - 215005;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315097;R;MOBILIARIO;MOBILIARIO;CREDENZA;REPARAR;E13159;PERU - 191056;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316816;R;MOBILIARIO;EDIFICIO;PUERTA / MAMPARA;REPARAR;U20007;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315947;R;MOBILIARIO;EDIFICIO;PUERTA / MAMPARA;REPARAR;S26965;COLONIAL - 192035;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-07;2022-08-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314435;R;MOBILIARIO;EDIFICIO;PUERTA / MAMPARA;REPARAR;E15108;JACOBO HUNTER - 215022;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004316850;R;MOBILIARIO;EDIFICIO;DRYWALL;REPARAR;S50387;PISCO - 470000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-12;2022-08-12;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004315810;R;MOBILIARIO;EDIFICIO;PUERTA/MAMPARA BISAGRA;REPARAR;S41034;URUBAMBA - 285009;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-13;2022-08-13;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315320;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;APERTURAR;U21034;PARQUE INDUSTRIAL (AREQUIPA) - 215005;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-08-06;2022-08-06;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004314408;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;APERTURAR;S03988;EDUARDO DE HABICH - 191023;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-08-06;2022-08-06;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315834;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;S02481;PARQUE INDUSTRIAL (AREQUIPA) - 215005;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-07;2022-08-07;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004315975;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;ALQUILER;E15108;JACOBO HUNTER - 215022;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004314625;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;S00416;SAN CAMILO - 215006;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004314336;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;E20877;NAZCA - 440000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004314717;R;MOBILIARIO;AUDIO Y VIDEO;CABLE VGA;REEMPLAZO;S03595;PISCO - 470000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-20;2022-08-20;2;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004316002;R;MOBILIARIO;INST. ELECTRICAS;TOMACORRIENTES;REVISAR;NULL;PUENTE PIEDRA - 191035;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316119;R;MOBILIARIO;EDIFICIO;TECHO /BALDOSAS;CAMBIAR;S03988;EDUARDO DE HABICH - 191023;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-06;2022-08-06;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315343;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S13269;ROSA TORO - 193022;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314674;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;U22289;LA PAMPILLA - 192012;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315725;R;MOBILIARIO;LUMINARIAS;REFLECTOR / LAMPARAS;CAMBIAR;S13269;ROSA TORO - 193022;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314846;R;MOBILIARIO;IMAGEN;STICKER;REPONER;S27157;ZARATE - 191097;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315019;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;E21312;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315835;R;MOBILIARIO;EDIFICIO;CORTINAS/PERSIANAS/ROLLERS;LIMPIAR;S26088;METRO AV. WIESSE - 191106;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-09-03;2022-09-03;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004315463;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPROGRAMAR;S12869;SANTO DOMINGO - 191036;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314856;R;MOBILIARIO;IMAGEN;LETREROS LUMINOSO;REVISAR;U14514;UMACOLLO - 215009;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-06;2022-09-07;2022-09-07;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004316847;R;MOBILIARIO;EQUIPO;ASCENSOR DISCAPACITADO;REVISAR;S39938;MOLICENTRO - 193004;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-14;2022-08-14;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316731;R;MOBILIARIO;SERVICIOS HIGIENICOS;GRIFERIA;REVISAR;E13159;PERU - 191056;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316011;R;MOBILIARIO;SERVICIOS HIGIENICOS;GRIFERIA;REVISAR;S26088;METRO AV. WIESSE - 191106;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004316238;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;APERTURAR;S47217;METRO AV. WIESSE - 191106;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314977;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;APERTURAR;S10536;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-06;2022-08-19;2022-08-19;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004314270;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;JAUREGUI - 405005;##;1;Prov1RegNorCh;Zona Norte;NULL;Terminado;2022-08-06;2022-08-15;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004314266;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;CUSCO - 285000;##;1;NULL;Zona Norte;NULL;Terminado;2022-08-06;2022-08-06;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004314197;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;EL CARMEN - 315001;##;1;NULL;Zona Centro;NULL;Terminado;2022-08-06;2022-08-07;;3;MANTENIMIENTO PROV 2 - SUR CHICO;CENTRASCAN
WO0000004320854;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;E12401;AYACUCHO - 220000;###;1;NULL;Zona Centro;Web HD;Terminado;2022-08-07;2022-08-17;;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004318344;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;U17777;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-20;2022-08-20;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004320774;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S02935;C.B. FIORI - 191088;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004319467;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;U17777;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004319094;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;U21449;PROCERES - 191120;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318081;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S28759;EL AGUSTINO - 191041;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-10;2022-08-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004319053;R;MOBILIARIO;IMAGEN;PORTA FOLLETO;REPARAR;S47089;NICOLAS AYLLON - 191027;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318281;R;MOBILIARIO;IMAGEN;PORTA FOLLETO;REPARAR;S47217;METRO AV. WIESSE - 191106;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318137;R;MOBILIARIO;AUDIO Y VIDEO;TV;REPARAR;S23109;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-15;2022-08-15;2;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004319030;R;MOBILIARIO;EDIFICIO;DRYWALL;REPARAR;NULL;GRAU (LIMA) - 191005;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-15;2022-08-15;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004319015;R;MOBILIARIO;MOBILIARIO;CAJONERA;REPARAR;NULL;GRAU (LIMA) - 191005;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318889;R;MOBILIARIO;SALAS DE REUNION;PROYECTOR;REPARAR;NULL;GRAU (LIMA) - 191005;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-14;2022-08-14;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318125;R;MOBILIARIO;DISP. DE SEGURIDAD;LLAVE SHUNT;REPARAR;NULL;TUSILAGOS - 191108;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-07;2022-08-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318325;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPARAR;S37942;JAUREGUI - 405005;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-08-07;2022-08-08;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004318382;R;MOBILIARIO;AUDIO Y VIDEO;TV;REPARAR;S28116;SAN MARCOS - 192081;###;1;NULL;Zona Centro;Web HD;Terminado;2022-08-07;2022-08-23;;2;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318300;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;E20742;HUAYCAN - 191085;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-09;2022-08-09;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004320361;R;MOBILIARIO;MOBILIARIO;CAJONERA;REPARAR;S12864;EDUARDO DE HABICH - 191023;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004319968;R;MOBILIARIO;MOBILIARIO;SILLONES;REPARAR;S12303;CAILLOMA - 191098;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-14;2022-08-14;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004318455;R;MOBILIARIO;MOBILIARIO;ANAQUEL;REPARAR;S17396;NACIONES UNIDAS - 191084;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-12;2022-08-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004320527;R;MOBILIARIO;EDIFICIO;PUERTA/MAMPARA BISAGRA;REPARAR;S44077;PUNO - 495000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-07;2022-08-12;2022-08-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004318152;R;MOBILIARIO;MOBILIARIO;TV;RETIRO;U19046;MARIANO MELGAR - 215014;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-08-07;2022-08-07;;2;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004319294;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;S18798;LA MERCED (AREQUIPA) - 215003;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-07;2022-08-16;2022-08-16;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004318199;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;S03349;SAN CAMILO - 215006;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004318990;R;MOBILIARIO;MOBILIARIO;ESCRITORIO;MANTENIMIENTO;U20236;PISCO - 470000;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-08-07;2022-08-08;2022-08-08;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004318474;R;MOBILIARIO;INST. ELECTRICAS;PUNTO / CABLE DE RED;REVISAR;NULL;JULIACA - 405000;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-08-07;2022-08-14;2022-08-14;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
