Numero Ticket|Tipo de caso|Categoria|Tipo|Item|Resumen|Matri|Ubicacion|Numero Telefonico|Indicador Vip|Region|Service Desk|Modo de reporte|Estado|Fecha Creacion|Fecha Termino|Fecha Cierre|Prioridad|Grupos asignado|Grupo creador
WO0000005250026||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S22387|EL SOL - 191082|###|2|NULL|Zona Centro|Web HD|Rechazado|2023-05-21|||3|MANTENIMIENTO LIMA 1|
WO0000005250019||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|REEMPLAZAR|S40821|QUILLABAMBA - 505000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-21|1/06/2023|4/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005250018||MOBILIARIO|CERRAJERIA|CAJONERA CERRADURA|REEMPLAZAR|S40821|QUILLABAMBA - 505000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-21|1/06/2023|4/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005250017||MOBILIARIO|EQUIPO|GRUPO ELECTROGENO|REGARGAR COMBUSTIBLE|S40821|QUILLABAMBA - 505000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-21|2/06/2023|5/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005249470||MOBILIARIO|SERVICIOS HIGIENICOS|INODOROS|REVISAR|S89996|CAYMA - 215002|(###)|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005249469||MOBILIARIO|LUMINARIAS|REFLECTOR / LAMPARAS|CAMBIAR|S89996|CAYMA - 215002|(###)|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005249466||MOBILIARIO|EDIFICIO|RAMPA CINTA ANTIDESLIZANTE|REPONER|S89996|CAYMA - 215002|(###)|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005249430||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|U21087|CAMANA - 250000|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-21|13/06/2023|16/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005249483||MOBILIARIO|INSTALACIONES ELECTRICAS|TABLERO ELECTRICO|REVISAR|S89996|SOCABAYA - 215017|(###)|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005249480||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|CAMBIAR|S89996|SOCABAYA - 215017|(###)|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005248501||MOBILIARIO|EQUIPO|GRUPO ELECTROGENO|REGARGAR COMBUSTIBLE|S52733|SAN JUAN DE MARCONA - 513000|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-05-21|25/05/2023|28/05/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005250563||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|CAMARA CONVENCIONAL|MOVER|S89751|LOS ALISOS - 191080|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248141||MOBILIARIO|CERRAJERIA|CAJONERA CERRADURA|REEMPLAZAR|S42434|AREQUIPA - 215000|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-05-21|2/06/2023|5/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005248555||MOBILIARIO|SERVICIOS HIGIENICOS|INODORO TANQUE DE AGUA|REVISAR|S23231|BOLOGNESI - 540002|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-05-21|4/06/2023|7/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005248922||MOBILIARIO|EDIFICIO|PARED|RESANAR|S40072|TACNA - 540000|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-05-21|22/06/2023|25/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005248908||MOBILIARIO|LIMPIEZA|COMEDOR|FUMIGAR|S89996|MALL AVENTURA PLAZA AREQUIPA - 215011|(###)|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-05-21|26/05/2023|29/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005248562||MOBILIARIO|MOBILIARIO|ESCRITORIO|MANTENIMIENTO|S17307|MOLLENDO - 425000|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-05-21|28/05/2023|31/05/2023|1|MANTENIMIENTO PROV 2 - SUR|
WO0000005248177||MOBILIARIO|CERRAJERIA|CANDADO|APERTURAR|S82192|ANGELICA GAMARRA - 191057|(###)|2|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248154||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S66255|RAUL FERRERO - 193012|(###)|2|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-05-21|27/05/2023|30/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248548||MOBILIARIO|CERRAJERIA|CAJONERA CERRADURA|REEMPLAZAR|E21196|LAS MALVINAS - 191076|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248976||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|E19405|BELAUNDE - 191018|###|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005249465||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S10901|LAS ALONDRAS - 191044|###|2|Lim3Reg2|Zona Sur|Web HD|Cerrado|2023-05-21|3/06/2023|6/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005249458||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S22360|LA FONTANA - 193054|###|2|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-05-21|10/06/2023|13/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248946||MOBILIARIO|SERVICIOS HIGIENICOS|INODORO TANQUE DE AGUA|REVISAR|E18442|TUPAC AMARU - 191038|###|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-21|25/05/2023|28/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005249462||MOBILIARIO|INSTALACIONES ELECTRICAS|TOMACORRIENTES|REVISAR|S11166|EMANCIPACION - 191054|###|2|NULL|Zona Sur|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005249413||MOBILIARIO|INSTALACIONES ELECTRICAS|TABLERO ELECTRICO|REVISAR|S10901|PUNTO BCP SANTA CLARA - 191173|###|2|Lim1Reg1|Zona Sur|Web HD|Cerrado|2023-05-21|26/05/2023|29/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005249463||MOBILIARIO|INSTALACIONES ELECTRICAS|CORTO CIRCUITO|REVISAR|S05133|NAYLAMP - 191143|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-05-21|28/05/2023|31/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248932||MOBILIARIO|CERRAJERIA|LONCHERA CERRADURA|REEMPLAZAR|E21196|LAS MALVINAS - 191076|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248595||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S91411|LOS ALISOS - 191080|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248592||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S91411|LOS ALISOS - 191080|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005249416||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S91411|NARANJAL - 191141|(###)|2|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248901||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|REVISAR|S91411|PLAZA LIMA NORTE - 191058|(###)|2|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005250538||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S91411|CANTO GRANDE - 191096|(###)|2|NULL|Zona Centro|Web HD|Cerrado|2023-05-21|2/06/2023|5/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005250535||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S91411|PLAZA CIVICA VENTANILLA - 192026|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-21|2/06/2023|5/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248578||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S91411|C.B. FIORI - 191088|(###)|2|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-05-21|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005248904||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S91411|PLAZA LIMA NORTE - 191058|(###)|2|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-05-21|21/05/2023|24/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251118||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|E21196|LAS MALVINAS - 191076|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-05-22|23/05/2023|27/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251117||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|E21196|LAS MALVINAS - 191076|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-05-22|23/05/2023|27/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252553||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S48771|LARAPA - 285005|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|26/05/2023|29/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005252550||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S48771|LARAPA - 285005|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|26/05/2023|29/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005252508||MOBILIARIO|EQUIPO|CONTADOR DE MONEDAS|REPARAR|S53150|MALL AVENTURA PLAZA SANTA ANITA - 191118|(###)|2|Lim3Reg2|Zona Sur|Web HD|Rechazado|2023-05-22|||3|MANTENIMIENTO LIMA 1|
WO0000005251173||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|E18442|TUPAC AMARU - 191038|###|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-22|2/06/2023|5/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251110||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|U21789|PUERTO MALDONADO - 485000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|4/06/2023|7/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251721||MOBILIARIO|EQUIPO|DETECTOR DE BILLETES|REPARAR|U17066|TACNA - 540000|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-05-22|9/06/2023|12/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005253325||MOBILIARIO|EDIFICIO|VIDRIO|REPARAR|S30408|JULIACA - 405000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|2/06/2023|5/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005252539||MOBILIARIO|EDIFICIO|PUERTA / MAMPARA|REPARAR|S48771|LARAPA - 285005|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|28/05/2023|31/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005252145||MOBILIARIO|EDIFICIO|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|U23201|SAN ROMAN - 405003|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|30/06/2023|3/07/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251165||MOBILIARIO|MOBILIARIO|ESCRITORIO|REPARAR|S05188|JULIACA - 405000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|1/06/2023|4/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251163||MOBILIARIO|MOBILIARIO|CREDENZA|REPARAR|S05188|JULIACA - 405000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|1/06/2023|4/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251187||MOBILIARIO|INSTALACIONES ELECTRICAS|TUBERIA DE AGUA|REPARAR|S89996|CAYMA - 215002|(###)|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-22|27/05/2023|30/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005252192||MOBILIARIO|EDIFICIO|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|S02215|METRO AV. WIESSE - 191106|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-22|25/05/2023|28/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252194||MOBILIARIO|MOBILIARIO|SILLAS|REPARAR|S02215|METRO AV. WIESSE - 191106|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-22|26/05/2023|29/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251123||MOBILIARIO|MOBILIARIO|MESAS|REPARAR|S13337|SAN JUAN DE LURIGANCHO - 191017|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-22|28/05/2023|31/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251161||MOBILIARIO|MOBILIARIO|ATRIL|REPARAR|E19865|MESA REDONDA - 191069|###|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252170||MOBILIARIO|MOBILIARIO|CREDENZA|REPARAR|T00334|PLAZA SAN MARTIN - 191004|##|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252168||MOBILIARIO|MOBILIARIO|CREDENZA|REPARAR|T00334|PLAZA SAN MARTIN - 191004|##|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251179||MOBILIARIO|MOBILIARIO|BUTACA|REPARAR|S64827|LAS MALVINAS - 191076|(###)|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-05-22|3/06/2023|6/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005253377||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|CAMARA CONVENCIONAL|REPARAR|S89751|CHACLACAYO - 191074|(###)|2|NULL|Zona Sur|Web HD|Cerrado|2023-05-22|25/05/2023|28/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252188||MOBILIARIO|EQUIPO|GRUPO ELECTROGENO|REGARGAR COMBUSTIBLE|S89996|PUERTO MALDONADO - 485000|(###)|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|2/06/2023|5/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005252186||MOBILIARIO|EDIFICIO|PARED|RESANAR|S89996|PUERTO MALDONADO - 485000|(###)|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|6/06/2023|9/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251787||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|REVISAR|S54919|PUERTO MALDONADO - 485000|(###)|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-22|23/05/2023|27/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251180||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S23527|EL PEDREGAL - 251000|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-22|30/06/2023|3/07/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005253311||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S26134|SOCABAYA - 215017|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-05-22|26/05/2023|29/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005253310||MOBILIARIO|INSTALACIONES ELECTRICAS|CORTO CIRCUITO|REVISAR|S26134|SOCABAYA - 215017|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-05-22|16/06/2023|19/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005251119||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S00037|CHINCHA - 315000|###|2|NULL|Zona Sur|Web HD|Cerrado|2023-05-22|23/05/2023|27/05/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005251790||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|E22124|ICA - 380000|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-05-22|3/06/2023|6/06/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005251166||MOBILIARIO|SUMINISTROS|DISPENSADOR DE AGUA|LIMPIAR|E19865|MESA REDONDA - 191069|###|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252173||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|DUPLICADO DE LLAVE|T00334|CAILLOMA - 191098|##|2|NULL|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252172||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|DUPLICADO DE LLAVE|T00334|CAILLOMA - 191098|##|2|NULL|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252164||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|DUPLICADO DE LLAVE|T00334|PLAZA SAN MARTIN - 191004|##|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252105||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|DUPLICADO DE LLAVE|T00334|MESA REDONDA - 191069|##|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251758||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|DUPLICADO DE LLAVE|T00334|PLAZA SAN MARTIN - 191004|##|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251105||MOBILIARIO|SERVICIOS HIGIENICOS|INODORO TANQUE DE AGUA|REVISAR|S58450|PLAZA SAN MARTIN - 191004|(###)|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005251162||MOBILIARIO|INSTALACIONES ELECTRICAS|TOMACORRIENTES|REVISAR|S13337|SAN JUAN DE LURIGANCHO - 191017|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-22|22/05/2023|25/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005252189||SOFTWARE|REGULATORIO|INDECI|REALIZAR MANTENIMIENTO REGULATORIO|S89996|SOCABAYA - 215017|(###)|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-05-22|26/05/2023|29/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005253946||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|CAMARA CONVENCIONAL|REPARAR|S89751|ICA - 380000|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Rechazado|2023-05-23|||3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005253905||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|DETECTOR DE CALOR|REPARAR|S52733|SAN JUAN DE MARCONA - 513000|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-05-23|28/05/2023|31/05/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005253918||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|CAMARA IP|REPARAR|E22124|ICA - 380000|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-05-23|27/05/2023|30/05/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000005253906||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S10901|MERCADO DE PRODUCTORES - 191061|###|2|Lim3Reg2|Zona Sur|Web HD|Cerrado|2023-05-23|3/06/2023|6/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005254821||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|DVR|REPARAR|E22369|PLAZA SAN MARTIN - 191004|###|2|Lim1Reg4|Zona Sur|Web HD|Rechazado|2023-05-24|||3|MANTENIMIENTO LIMA 1|
WO0000005256259||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S30408|JULIACA - 405000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-25|13/06/2023|16/06/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005255024||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S02370|ZARATE - 191097|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-25|29/05/2023|1/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005255785||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S23873|RAUL FERRERO - 193012|###|2|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-05-25|26/05/2023|29/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005255737||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S91411|LA ENSENADA - 191149|(###)|2|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-05-25|6/06/2023|9/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005256229||MOBILIARIO|SERVICIOS HIGIENICOS|SECADOR DE MANOS|REPARAR|S23873|RAUL FERRERO - 193012|###|2|Lim2Reg4|Zona Sur|Web HD|Rechazado|2023-05-25|||3|MANTENIMIENTO LIMA 1|
WO0000005255781||MOBILIARIO|SALAS DE REUNION|TV|REPARAR|S89996|CUSCO - 285000|(###)|2|NULL|Zona Norte|Web HD|Rechazado|2023-05-25|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000005255025||MOBILIARIO|EQUIPO|DETECTOR DE BILLETES|REPARAR|S78796|CONSTRUCTORES - 193005|(###)|2|Lim1Reg1|Zona Sur|Web HD|Rechazado|2023-05-25|||3|MANTENIMIENTO LIMA 1|
WO0000005254894||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|PANEL CONTRA INCENDIO|REPARAR|S89751|TUPAC AMARU - 191038|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-05-25|25/05/2023|28/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005254893||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|CONTACTO MAGNETICO|REPARAR|S89751|DEL AIRE - 193064|(###)|2|Lim3Reg4|Zona Centro|Web HD|Cerrado|2023-05-25|25/05/2023|28/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005254892||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|PIR ANTEBOVEDA|REPARAR|S89751|ELIO - 191067|(###)|2|NULL|Zona Sur|Web HD|Cerrado|2023-05-25|27/05/2023|30/05/2023|3|MANTENIMIENTO LIMA 1|
WO0000005255027||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|APERTURAR|S38114|CHIMPU OCLLO - 191113|###|2|NULL|Zona Centro|Web HD|Rechazado|2023-05-25|||3|MANTENIMIENTO LIMA 1|
WO0000005255779||MOBILIARIO|MOBILIARIO|SERVIMATIC|REVISAR|S43107|LA CULTURA - 285006|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-05-25|10/06/2023|13/06/2023|2|MANTENIMIENTO PROV 2 - SUR|
WO0000005255716||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|S72722|DIAGONAL - 285003|(###)|2|NULL|Zona Norte|Web HD|Cerrado|2023-05-25|27/05/2023|30/05/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000005254890||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S10901|PLAZA SAN MARTIN - 191004|###|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-05-25|3/06/2023|6/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005255081||MOBILIARIO|LIMPIEZA|OFICINA|FUMIGAR|S08857|NARANJAL - 191141|###|2|Lim1Reg5|Zona Centro|Web HD|Cerrado|2023-05-25|9/06/2023|12/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005259211||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|U23420|METRO AV. WIESSE - 191106|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-26|2/06/2023|5/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005259206||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|U23420|METRO AV. WIESSE - 191106|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-05-26|2/06/2023|5/06/2023|3|MANTENIMIENTO LIMA 1|
WO0000005260128||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S24949|LOS RUISEÑORES - 191115|###|2|Lim1Reg1|Zona Sur|Web HD|Rechazado|2023-05-26|||3|MANTENIMIENTO LIMA 1|
WO0000005260180||MOBILIARIO|EQUIPO|CONTADOR DE MONEDAS|REPARAR|S24949|LOS RUISEÑORES - 191115|###|2|Lim1Reg1|Zona Sur|Web HD|Rechazado|2023-05-26|||3|MANTENIMIENTO LIMA 1|
